Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2024-04-16,1359.798828125,1398.9263432791952,1358.453014817895,1394.9366663519509,16173541,,
2024-04-18,1364.41357421875,1388.8802001423792,1353.1175661179432,1366.192071172371,22107945,,
2024-04-19,1356.7225341796875,1371.719762459648,1325.4782596990217,1331.4867740222269,20603621,,
2024-04-22,1377.391845703125,1381.333407692064,1358.453055191947,1365.0383635258054,5859087,,
2024-04-23,1386.6689453125,1390.946960421868,1377.63211661066,1387.2457391969172,4856174,,
2024-04-24,1375.46923828125,1388.4957455958015,1371.912244382905,1388.4957455958015,4268213,,
2024-04-25,1382.8714599609375,1389.0723167888111,1365.13437366713,1365.13437366713,9089398,,
2024-04-26,1374.9884033203125,1389.5530653579672,1371.8639759049718,1384.073229940324,8062444,,
2024-04-29,1379.3145751953125,1384.1695018055798,1373.065720176132,1374.6999891627063,5055957,,
2024-04-30,1365.6632080078125,1381.0450041973593,1362.7791212222726,1379.2663901299095,6936588,,
2024-05-02,1359.798828125,1368.9798848278278,1357.2993096712137,1358.4048997624443,10076354,,
2024-05-03,1361.5775146484375,1369.7490944518047,1348.983574244914,1367.1533457490432,8842345,,
2024-05-06,1370.8065185546875,1389.8414215645728,1362.3464834255412,1365.1344575490414,6445422,,
2024-05-07,1385.27490234375,1387.582195239738,1360.9043925105204,1369.8931061755525,6080661,,
2024-05-08,1372.152587890625,1384.121502719449,1370.5182014133131,1379.7953719590826,6234983,,
2024-05-09,1383.9290771484375,1393.9271506886637,1369.796981628288,1372.3927301216006,6088406,,
2024-05-10,1369.8450927734375,1380.4680752180618,1358.4048585337118,1379.6029430765502,8777481,,
2024-05-13,1368.451171875,1369.9413304391032,1356.6744832449094,1369.9413304391032,3735954,,
2024-05-14,1369.65283203125,1378.353207852325,1363.2598665718515,1371.287218365655,3463230,,
2024-05-15,1365.0863037109375,1376.4785404547986,1363.7404904205405,1370.9025923662102,4327544,,
2024-05-16,1397.19580078125,1399.5030936490596,1371.86392899688,1378.5453496843256,9249145,,
2024-05-17,1388.4954833984375,1400.7047364936216,1383.6405573084728,1400.7047364936216,7542860,,
2024-05-21,1378.73779296875,1388.8800950197444,1373.2099596356863,1374.7481158749963,6752663,,
2024-05-22,1398.5899658203125,1403.540887941002,1372.8254084127825,1373.546430160898,7173285,,
2024-05-23,1415.509765625,1421.0375984268112,1393.9752282828383,1398.493583805413,8641428,,
2024-05-24,1408.4918212890625,1418.4900122470244,1403.588897242057,1411.5201358737334,5277938,,
2024-05-27,1414.5003662109375,1422.4316050153511,1403.8292683812124,1414.9810473505988,5821844,,
2024-05-28,1410.3665771484375,1418.970722596649,1403.8773817707088,1418.490041457558,6186922,,
2024-05-29,1394.888671875,1408.8765411803388,1393.975424572836,1408.780428414922,7401634,,
2024-05-30,1372.296630859375,1393.8311708335086,1366.624686913403,1387.0536367212903,9663150,,
2024-05-31,1371.7603759765625,1400.8647991922137,1365.0326910520962,1374.5879674980229,37113815,,
2024-06-03,1370.785400390625,1404.033674005501,1368.9328321553637,1404.033674005501,10589244,,
2024-06-04,1358.84130859375,1379.658033205682,1324.4229369059228,1373.807893135552,13736134,,
2024-06-05,1394.380859375,1402.0835675909418,1365.1789578532776,1365.1789578532776,9233424,,
2024-06-06,1435.478271484375,1437.4771171615737,1401.596206662448,1408.8600837423232,12660930,,
2024-06-07,1495.2957763671875,1501.2433949605631,1440.353234743937,1444.00957228348,24075302,,
2024-06-10,1462.2913818359375,1491.590883369604,1459.9026220529393,1487.2032779565272,6810606,,
2024-06-11,1458.39111328125,1468.823815070724,1456.6360237178806,1462.583761115188,4853054,,
2024-06-12,1448.104736328125,1471.0665854864542,1445.7159765567787,1469.3602945008029,9564320,,
2024-06-13,1456.6361083984375,1467.4101641892537,1452.1510247241338,1457.6599305401555,7307565,,
2024-06-14,1451.7122802734375,1466.142554347695,1448.9334875481077,1466.142554347695,4237727,,
2024-06-18,1460.7799072265625,1469.3601601498674,1458.0499133119856,1459.6099268376586,5420939,,
2024-06-19,1473.6015625,1477.7942106452415,1459.3174461695942,1467.410187837327,5493456,,
2024-06-20,1477.5504150390625,1479.5979402789894,1461.657486754027,1478.42795986229,7927010,,
2024-06-21,1494.4183349609375,1518.8427190237114,1485.6431242588264,1506.4111705290543,17301941,,
2024-06-24,1489.0069580078125,1490.9082059639925,1477.5504334510292,1486.4719210591036,5564989,,
2024-06-25,1503.437255859375,1505.3386228666056,1482.3767746181577,1487.8856805292482,4551525,,
2024-06-26,1502.2183837890625,1510.16484766337,1496.6607984652117,1502.510938394066,4851004,,
2024-06-27,1534.052978515625,1538.976894088541,1493.784585190291,1500.0246394725443,14757754,,
2024-06-28,1527.6177978515625,1548.8245552176206,1525.180239533625,1533.2729807577389,8197544,,
2024-07-01,1551.0672607421875,1559.9399498116268,1520.5489809415928,1520.5489809415928,6801771,,
2024-07-02,1580.5616455078125,1592.993193191854,1546.8745412338676,1556.332220098655,10493173,,
2024-07-03,1586.7530517578125,1595.1382289123617,1565.887527893186,1584.4129718719971,7269965,,
2024-07-04,1609.42236328125,1618.538808064561,1587.3380599572922,1587.5330170243992,8008311,,
2024-07-05,1606.30224609375,1624.242700384009,1592.5544400147564,1610.202339677658,7065022,,
2024-07-08,1620.1475830078125,1624.388910801362,1599.03830354996,1602.0608521487309,5880533,,
2024-07-09,1615.760009765625,1625.1202103618075,1609.7635922047962,1618.441324047008,5191182,,
2024-07-10,1607.082275390625,1632.1891272585506,1596.649572902613,1615.613729908852,9852770,,
2024-07-11,1611.4210205078125,1623.4138551544518,1601.0371171919653,1614.63864512659,8857679,,
2024-07-12,1668.9962158203125,1676.7964026037578,1625.0226866329206,1638.039224523514,17078316,,
2024-07-15,1664.4136962890625,1684.8403883424053,1660.1235696440942,1683.085298662652,6942230,,
2024-07-16,1682.939208984375,1694.4932126197978,1657.5398014767109,1675.6752131474088,6886281,,
2024-07-18,1714.139892578125,1721.3062905823963,1676.0651821635772,1676.0651821635772,11248896,,
2024-07-19,1748.1680908203125,1797.943081102566,1741.8304389617622,1797.943081102566,29819116,,
2024-07-22,1765.6209716796875,1777.4675289324205,1748.1680302846828,1755.1882696669777,8462126,,
2024-07-23,1791.0203857421875,1793.9941354975697,1738.7103600771802,1764.7922342575052,7113056,,
2024-07-24,1788.1441650390625,1796.3343856241954,1774.1526026760598,1791.6055458109638,6002845,,
2024-07-25,1779.2713623046875,1785.1703012664898,1766.7423358793608,1774.5425227927356,5815599,,
2024-07-26,1831.971435546875,1835.9690075636288,1779.7588864220972,1779.7588864220972,11369047,,
2024-07-29,1824.3662109375,1855.469480366421,1817.4435687877085,1846.304236848296,4635931,,
2024-07-30,1830.26513671875,1832.9951307328352,1813.543462174526,1824.366197741286,2721265,,
2024-07-31,1821.58740234375,1838.065321022705,1818.467375183144,1830.1188567906963,5004209,,
2024-08-01,1806.3282470703125,1821.246152038468,1799.0155718940416,1809.740828819239,7475014,,
2024-08-02,1775.7125244140625,1813.0559673160951,1770.788727779074,1796.9680816152534,7400938,,
2024-08-05,1708.1435546875,1752.6045988712729,1675.626547408413,1740.3680073317842,10736703,,
2024-08-06,1707.3634033203125,1752.068201133107,1701.2695072438298,1716.2360922033895,7690163,,
2024-08-07,1746.9007568359375,1752.994653289736,1718.0887667938127,1751.142084963498,5094329,,
2024-08-08,1699.6119384765625,1735.492725544024,1683.9627664492823,1735.492725544024,6227910,,
2024-08-09,1726.5225830078125,1736.2728164287234,1712.140988711969,1727.010094678858,4258524,,
2024-08-12,1752.507080078125,1758.4546990040476,1723.9388468966088,1728.7652841315069,4315329,,
2024-08-13,1752.5556640625,1764.7922546522138,1744.365563180685,1764.7922546522138,4176918,,
2024-08-14,1777.71142578125,1779.4177167425098,1752.5557742866815,1756.9921783945222,7450718,,
2024-08-16,1812.5196533203125,1815.3472449089315,1783.805262567244,1803.7932417323864,7335657,,
2024-08-19,1818.2236328125,1820.90494708712,1803.0131729829857,1813.5434730155096,2585989,,
2024-08-20,1825.438720703125,1838.6015363062693,1821.538627191082,1833.043950660172,3870333,,
2024-08-21,1825.9261474609373,1832.0688420652468,1820.4660406023304,1828.2662272635985,1966902,,
2024-08-22,1833.2877197265625,1846.3530568904168,1823.001175405798,1836.9440574204723,4300287,,
2024-08-23,1815.5909423828125,1835.57892090536,1810.6183471400204,1831.2887943938008,5015935,,
2024-08-26,1829.2901611328125,1841.575432070603,1817.4436031129603,1823.2937434663284,3728589,,
2024-08-27,1852.641845703125,1855.225681387936,1827.0962815117325,1829.2900840518048,3830679,,
2024-08-28,1890.6678466796875,1902.270648916624,1850.009418604078,1859.2721408822472,6514531,,
2024-08-29,1885.0614013671875,1901.7830759029405,1872.922408065732,1884.720166993276,7228284,,
2024-08-30,1895.15283203125,1901.295526726158,1879.8450130912988,1889.5952465616888,13466759,,
2024-09-02,1915.4334716796875,1926.4024849433151,1894.2755114819656,1894.8117029397847,5573739,,
2024-09-03,1892.76416015625,1917.8710125060368,1888.0840002650075,1917.8710125060368,4694322,,
2024-09-04,1874.43359375,1879.0649546678148,1852.5931659020605,1873.1173360302705,4778310,,
2024-09-05,1884.866455078125,1891.545341370952,1861.9046070627128,1878.1387700081425,4081810,,
2024-09-06,1854.34814453125,1888.132727597737,1849.473027754597,1873.994888945443,5848106,,
2024-09-09,1847.3280029296875,1872.873566939676,1841.8190972305667,1842.794120574786,4772612,,
2024-09-10,1864.5372314453125,1886.670214257235,1848.644302962128,1857.3220347286265,6909600,,
2024-09-11,1862.4407958984373,1877.894891528596,1857.4194020571003,1866.877080537755,5312946,,
2024-09-12,1901.7342529296875,1907.535713298004,1863.074672166222,1876.9199561824864,8555092,,
2024-09-13,1895.54296875,1909.6808080545816,1887.3040686258944,1901.7343435377245,3843127,,
2024-09-16,1901.5394287109373,1903.2457196993976,1884.769073461496,1897.1518233120405,1570181,,
2024-09-17,1903.7818603515625,1909.534402810906,1893.6415938633413,1899.1017007350288,2793127,,
2024-09-18,1844.8905029296875,1890.3265684033404,1834.311523114536,1890.3265684033404,6385468,,
2024-09-19,1846.88916015625,1876.8224480606875,1831.873895960651,1862.8795667117413,7976570,,
2024-09-20,1858.15087890625,1867.1698455230064,1820.758754629172,1857.4196113427288,15242974,,
2024-09-23,1849.0830078125,1870.972353708828,1831.5325872912213,1861.3195986178432,3636672,,
2024-09-24,1851.1793212890625,1863.172156185441,1824.6587335944864,1840.844097511973,7277616,,
2024-09-25,1847.9617919921875,1854.1043676482084,1829.9238601233028,1839.235261648182,4268341,,
2024-09-26,1852.7882080078125,1870.0460745062016,1845.7192883877328,1850.399448296488,8952803,,
2024-09-27,1859.1258544921875,1925.2811678990213,1855.7620713951017,1883.8426736989857,14908931,,
2024-09-30,1828.75390625,1853.7632808251788,1823.78131060276,1833.044033110499,6986955,,
2024-10-01,1856.7857666015625,1861.2708503856263,1828.1688539454187,1828.1688539454187,4029072,,
2024-10-03,1846.1092529296875,1864.0983863063177,1834.0189394659808,1842.3066380228447,7503887,,
2024-10-04,1870.2410888671875,1905.2931311832976,1838.8940639202567,1842.355444469921,10001483,,
2024-10-07,1885.9876708984373,1893.495302915236,1868.1934951630085,1875.164816740863,6112575,,
2024-10-08,1899.8818359375,1909.046960401825,1858.7357782951613,1889.497813238808,5637391,,
2024-10-09,1903.976806640625,1927.621122380497,1896.5178543658285,1903.7818495832903,4857163,,
2024-10-10,1871.0699462890625,1914.9460002666592,1866.2923077183304,1908.9983811984232,4782119,,
2024-10-11,1886.7677001953125,1898.370502106976,1862.3921159361064,1870.094824366297,4709431,,
2024-10-14,1909.9732666015625,1920.3084903207136,1882.8675698277727,1883.891391955165,3751378,,
2024-10-15,1910.3634033203125,1941.71031054596,1903.001929010567,1911.0458720946388,5353705,,
2024-10-16,1872.1424560546875,1910.6072016149435,1868.486118207976,1906.170797419034,3111512,,
2024-10-17,1918.9434814453125,1928.596236666682,1881.9413919550384,1886.865188588284,8162822,,
2024-10-18,1832.6539306640625,1888.474019455993,1822.5624624334712,1846.4993341440768,10526196,,
2024-10-21,1806.474609375,1851.3744846784607,1792.0930141849954,1843.86673306473,4654601,,
2024-10-22,1805.3531494140625,1830.8988317246783,1800.8192671870856,1811.7882795000608,4125240,,
2024-10-23,1826.60888671875,1838.894157924995,1797.9431745565698,1799.1619538234872,4311910,,
2024-10-24,1816.809814453125,1836.944071310787,1813.543509892815,1814.9085664464787,2906475,,
2024-10-25,1815.5423583984373,1829.4851215197311,1800.2832184781212,1816.907295932904,4689120,,
2024-10-28,1818.7598876953125,1834.896572683092,1810.6184660544925,1813.2509816437453,7018940,,
2024-10-29,1813.7799072265625,1825.9091734808053,1803.6227707551047,1820.3868971098543,4621252,,
2024-10-30,1777.0960693359375,1813.4841106394224,1771.4258498491638,1806.5812347424808,5919715,,
2024-10-31,1732.868408203125,1763.0931679230189,1722.2675629117984,1763.0931679230189,7395236,,
2024-11-01,1736.4183349609375,1741.4969032331146,1727.7405064233335,1740.017715602962,371966,,
2024-11-04,1739.1795654296875,1742.4830604559677,1694.1629303131592,1700.5727434953685,7336722,,
2024-11-05,1729.860595703125,1743.9128783247852,1720.7882929682014,1735.580169412054,3160880,,
2024-11-06,1798.3963623046875,1801.8478002805573,1738.1934949801216,1739.5247398383508,10421494,,
2024-11-07,1778.032958984375,1800.3685968171349,1762.2056025400752,1787.7955014436675,4550965,,
2024-11-08,1804.5595703125,1815.0618266546207,1787.9927409344914,1792.775423572222,4210960,,
2024-11-11,1834.291259765625,1842.081672068644,1797.262334782709,1803.6227934762044,3804234,,
2024-11-12,1842.87060546875,1854.901283345124,1835.1787816614965,1845.1386209364089,5012450,,
2024-11-13,1842.4761962890625,1847.2095246339784,1830.544106425298,1835.2774347702136,4257495,,
2024-11-14,1838.6795654296875,1849.9706494411496,1830.2481478479608,1839.714924537372,4311431,,
2024-11-18,1786.3162841796875,1823.5425071201328,1770.0945742542924,1823.5425071201328,4839244,,
2024-11-19,1799.4317626953125,1833.8967865305349,1795.2900854570928,1800.1713565147516,4669769,,
2024-11-21,1808.602783203125,1841.095557014798,1795.339328415918,1816.442429577535,5436504,,
2024-11-22,1875.8564453125,1887.492769480848,1808.553408176173,1828.374498334409,6301486,,
2024-11-25,1863.4805908203125,1892.669990669004,1855.8874755481472,1889.4157296228743,12764638,,
2024-11-26,1897.45263671875,1911.702096274213,1870.9752018384395,1878.518962558038,6850495,,
2024-11-27,1897.7977294921875,1914.4632675339487,1885.224634635848,1903.3200059027893,4447143,,
2024-11-28,1830.88916015625,1888.3309462638708,1825.9585347392867,1888.3309462638708,8468790,,
2024-11-29,1832.072509765625,1850.9568296791745,1819.4008261897047,1825.416165279565,5244346,,
2024-12-02,1853.718017578125,1856.6763928884145,1809.7367416638729,1833.206567276144,2868263,,
2024-12-03,1865.8472900390625,1873.391171179535,1845.1880172073568,1860.818076070948,4715792,,
2024-12-04,1863.036865234375,1887.3941073159904,1848.9845824080733,1857.8597084036323,4705573,,
2024-12-05,1908.004150390625,1922.845381488632,1862.7409836386184,1873.6377142854976,9050038,,
2024-12-06,1895.7269287109373,1911.061101890244,1885.8656776464568,1905.9826538933169,3573331,,
2024-12-09,1896.9595947265625,1903.418641980636,1870.876513302606,1897.501891311903,4274645,,
2024-12-10,1921.51416015625,1938.3275213087989,1905.193741189519,1912.096617063394,6174921,,
2024-12-11,1946.7589111328125,1950.5554687332367,1924.9162158580784,1927.8745911898272,5025612,,
2024-12-12,1959.4305419921875,1971.0668661345264,1943.2088325103296,1947.7942178498488,6462130,,
2024-12-13,1971.954345703125,1978.6106902340607,1926.6912991940403,1942.419946638723,5362693,,
2024-12-16,1952.5770263671875,1971.8556995891383,1950.160947678448,1967.7632564033927,3119221,,
2024-12-17,1949.1749267578125,1954.5000265866995,1930.8330232375165,1940.6942746330087,5811050,,
2024-12-18,1951.6895751953125,1957.4090287235867,1934.3830310124576,1939.5109539146308,3064095,,
2024-12-19,1919.1966552734373,1932.558698764432,1893.360225349003,1907.165976992173,5323592,,
2024-12-20,1895.4803466796875,1952.4783040802065,1884.7315592319007,1947.7449759219587,11056720,,
2024-12-23,1897.6005859375,1913.0827019209628,1882.5128236943904,1903.270805285977,2781793,,
2024-12-24,1882.5621337890625,1915.0549070531515,1814.4701488042217,1900.312385244756,2360544,,
2024-12-26,1880.93505859375,1893.113679625016,1875.9058446088604,1882.5621891003143,3623321,,
2024-12-27,1890.1552734375,1897.45262320654,1877.4835900581843,1882.907278073787,3937500,,
2024-12-30,1879.554443359375,1889.415694373852,1860.325003881144,1889.1198086927784,7789055,,
2024-12-31,1853.9151611328125,1870.6792875898643,1819.450137537924,1866.044547837672,3613063,,
2025-01-01,1856.3804931640625,1866.6854522663125,1847.998429848315,1847.998429848315,1838368,,
2025-01-02,1930.68505859375,1935.4185073607875,1859.141752753138,1860.818117320804,7083645,,
2025-01-03,1911.85009765625,1925.8530263652965,1895.3325017126049,1925.8530263652965,6218003,,
2025-01-06,1910.9625244140625,1945.6248461798136,1901.2492161351647,1924.9162188256444,7164403,,
